P1_HP,P1_Atk,P1_Def,P1_SpAtk,P1_SpDef,P1_Speed,P2_HP,P2_Atk,P2_Def,P2_SpAtk,P2_SpDef,P2_Speed,Vantagem_Tipo_P1,Vantagem_Tipo_P2,Vitoria_P1
426,388,326,282,326,229,294,216,251,216,251,207,1.0,0.5,1
352,394,306,372,240,364,324,229,328,251,328,174,1.0,1.0,1
314,229,218,207,251,229,320,348,355,214,214,348,1.0,1.0,0
280,196,223,196,267,168,354,317,240,251,240,361,1.0,1.0,0
324,262,339,262,372,273,358,238,218,256,247,210,2.0,2.0,1
714,361,658,383,658,394,344,240,262,300,280,295,2.0,0.25,1
344,273,361,317,394,295,294,229,194,185,194,201,1.0,1.0,1
284,174,218,229,229,328,364,460,240,482,394,284,1.0,1.0,0
422,249,309,335,291,207,294,240,179,218,179,276,0.5,0.5,1
324,240,273,240,273,284,324,238,295,282,339,188,1.0,1.0,1
362,328,284,350,306,375,344,262,361,394,306,240,0.25,2.0,0
300,267,214,267,214,214,284,196,229,196,262,229,0.5,1.0,0
404,361,251,306,306,251,314,251,317,317,207,295,1.0,2.0,0
326,267,234,229,229,251,322,350,438,207,216,185,0.0,1.0,0
404,278,278,390,390,306,294,273,240,196,174,218,1.0,1.0,1
366,333,278,295,273,295,356,214,214,234,245,183,1.0,2.0,1
714,361,658,383,658,394,314,251,317,317,207,295,1.0,0.5,1
294,174,196,339,218,152,380,273,254,394,306,342,1.0,1.0,0
304,207,207,185,249,236,402,291,309,383,291,348,2.0,1.0,0
264,196,218,196,218,174,378,240,317,401,309,293,0.5,2.0,0
284,196,240,196,240,130,404,383,405,152,152,262,2.0,1.0,0
344,361,240,361,240,229,324,240,328,185,251,185,2.0,1.0,1
340,267,280,192,201,179,322,238,236,306,262,269,2.0,1.0,1
434,427,311,273,298,300,284,251,185,196,185,273,1.0,1.0,1
304,214,203,210,199,240,364,284,284,284,284,284,1.0,1.0,0
354,324,262,359,262,273,324,260,260,309,287,218,2.0,1.0,1
304,251,344,339,344,298,464,262,185,262,185,240,2.0,1.0,1
324,229,306,427,306,284,636,328,375,309,317,295,1.0,2.0,0
392,284,298,377,284,346,504,372,328,372,328,306,2.0,1.0,1
274,240,205,196,227,229,304,218,438,218,438,218,1.0,1.0,0
380,302,460,302,302,302,344,293,262,251,262,221,1.0,2.0,1
284,168,240,190,218,254,340,339,262,262,262,311,2.0,1.0,0
324,229,427,273,438,196,364,306,284,394,350,350,1.0,0.5,1
420,328,375,287,317,317,324,196,240,196,240,185,1.0,1.0,1
420,328,375,287,317,317,354,350,350,350,339,284,1.0,2.0,0
344,262,361,394,306,240,384,328,306,383,295,306,2.0,2.0,0
264,339,306,163,163,218,354,229,262,229,317,350,0.5,2.0,0
348,339,361,227,298,258,284,174,185,218,262,229,1.0,4.0,1
294,152,152,163,163,196,464,295,284,295,317,240,0.5,0.5,0
388,438,361,284,361,434,344,295,229,295,317,295,1.0,1.0,1
334,276,293,227,320,339,424,361,284,218,306,306,0.0,2.0,0
322,207,196,185,196,177,304,251,251,306,306,328,1.0,1.0,0
344,295,416,295,262,152,324,284,218,196,196,174,1.0,0.5,1
352,394,306,372,240,364,264,207,405,207,306,174,2.0,0.5,1
324,282,311,223,298,185,584,181,236,181,236,181,2.0,1.0,1
386,267,306,392,306,346,336,199,278,243,300,159,2.0,2.0,1
544,306,207,306,207,240,360,311,273,271,247,368,1.0,1.0,0
342,260,276,260,298,309,344,361,262,262,240,339,1.0,2.0,0
298,289,234,201,212,247,314,273,295,163,163,141,2.0,0.5,1
374,232,278,218,278,280,284,174,179,218,223,251,1.0,2.0,1
320,348,355,214,214,348,314,212,223,196,196,199,1.0,0.0,1
304,251,344,339,344,298,420,355,368,258,267,212,2.0,2.0,0
324,262,251,383,339,306,354,317,317,317,317,295,1.0,1.0,0
422,287,326,254,293,179,324,339,240,372,240,339,1.0,1.0,1
348,344,383,251,262,265,354,265,262,196,284,278,1.0,1.0,1
284,218,207,262,207,262,420,394,317,284,295,333,1.0,1.0,0
270,210,196,155,163,207,364,515,361,196,339,273,0.5,1.0,0
334,229,229,207,289,280,304,207,207,185,249,236,1.0,1.0,1
420,258,207,174,196,203,284,196,240,196,240,130,2.0,1.0,1
324,218,218,240,262,218,314,262,196,240,196,196,1.0,1.0,1
384,267,328,377,346,324,364,317,361,394,361,251,1.0,0.5,1
304,339,383,229,317,218,284,185,185,218,196,306,2.0,0.5,1
414,504,328,504,328,361,344,328,262,207,229,207,1.0,0.0,1
404,379,273,234,273,284,374,339,229,295,218,361,1.0,1.0,1
294,163,218,163,163,185,350,256,273,287,328,348,2.0,1.0,0
304,267,185,185,185,251,364,262,262,306,328,262,1.0,2.0,0
244,141,152,130,229,284,284,218,196,218,196,185,2.0,0.5,1
464,295,284,295,317,240,394,159,214,159,214,159,1.0,1.0,1
364,295,317,174,174,163,324,229,427,273,438,196,4.0,2.0,1
398,454,388,357,348,278,288,174,207,232,225,194,1.0,0.25,1
344,262,262,262,262,262,284,174,174,196,218,174,1.0,2.0,1
344,295,229,295,317,295,314,229,273,185,185,163,2.0,2.0,1
504,284,205,306,227,284,284,207,196,185,185,232,1.0,1.0,1
304,240,317,372,262,262,384,240,262,273,262,207,2.0,1.0,1
544,306,207,306,207,240,334,262,240,251,251,361,1.0,1.0,1
344,240,383,361,262,229,414,361,375,251,313,309,2.0,1.0,0
714,130,130,273,405,229,340,262,311,218,399,201,1.0,1.0,0
284,207,207,271,227,218,324,251,262,295,273,196,1.0,1.0,0
504,328,372,328,372,306,304,223,214,251,218,229,1.0,0.5,1
404,328,284,240,240,218,284,218,196,196,196,306,1.0,2.0,1
314,207,218,207,251,284,344,229,273,207,251,240,1.0,2.0,0
340,267,280,192,201,179,254,152,152,163,207,207,0.5,1.0,1
404,262,262,251,251,207,326,177,199,238,185,207,1.0,1.0,1
344,196,218,229,218,163,324,328,240,328,240,372,2.0,2.0,0
382,427,306,339,284,309,414,339,273,251,328,218,2.0,0.5,1
356,214,214,234,245,183,344,306,350,240,273,317,1.0,1.0,0
294,185,207,245,225,185,334,328,262,284,284,339,1.0,1.0,0
384,174,141,196,152,141,316,284,359,381,240,408,1.0,1.0,0
492,372,240,196,240,218,334,284,284,238,247,236,1.0,1.0,1
328,205,218,205,218,229,292,236,205,236,205,243,2.0,0.5,1
334,306,372,295,262,240,364,295,273,350,328,262,1.0,2.0,0
374,295,328,317,405,262,294,256,240,185,218,247,2.0,0.5,1
304,273,306,130,185,196,374,306,284,262,284,394,2.0,0.5,1
326,293,251,262,262,262,362,361,262,383,284,353,1.0,1.0,0
384,240,284,306,350,240,444,372,372,372,372,372,1.0,1.0,0
294,251,196,174,196,240,354,273,273,383,317,196,1.0,1.0,0
414,394,372,207,207,196,384,328,306,284,262,273,2.0,1.0,1
304,258,240,218,218,179,364,515,361,196,339,273,0.5,1.0,0
394,295,295,251,251,185,324,174,174,188,232,218,1.0,1.0,1
404,438,350,317,350,262,344,405,317,207,262,295,2.0,1.0,1
344,284,218,185,185,185,320,249,236,284,251,284,1.0,1.0,0
286,218,190,218,190,254,394,361,284,317,284,306,1.0,1.0,0
294,295,218,229,218,251,264,163,185,207,174,152,1.0,1.0,1
324,218,262,218,306,251,290,284,251,218,185,185,1.0,1.0,0
374,287,322,375,295,331,304,214,203,210,199,240,1.0,2.0,1
344,306,262,240,240,262,386,267,306,392,306,346,0.5,2.0,0
354,284,262,251,218,394,364,284,284,284,284,284,0.5,0.5,0
376,276,298,364,232,317,318,306,317,408,335,172,1.0,1.0,1
354,350,339,174,262,328,338,236,234,287,256,331,1.0,1.0,1
284,207,196,251,196,251,364,284,284,284,284,284,2.0,1.0,0
312,207,196,185,207,185,384,361,306,214,258,271,0.5,1.0,0
346,410,190,410,190,441,364,394,240,196,284,372,0.5,1.0,0
314,229,284,262,207,141,326,177,199,238,185,207,2.0,0.0,1
350,361,240,240,240,306,264,196,218,196,218,174,0.5,1.0,1
370,229,306,394,287,298,300,262,174,174,174,207,1.0,0.5,1
314,229,207,247,207,207,354,335,284,262,284,311,0.5,2.0,0
350,269,269,388,269,375,352,214,276,291,287,337,1.0,2.0,0
310,227,225,190,210,207,314,196,295,284,339,196,1.0,2.0,0
386,392,306,267,306,346,364,218,218,317,405,339,2.0,1.0,1
360,293,280,348,295,328,344,306,306,405,306,383,1.0,1.0,0
344,350,284,317,240,262,324,163,185,262,284,240,1.0,1.0,1
324,229,427,273,438,196,360,223,240,247,251,159,2.0,0.5,1
386,306,342,394,342,278,334,284,284,238,247,236,0.5,2.0,0
318,284,361,218,284,317,320,273,291,291,357,196,1.0,2.0,0
364,284,284,284,284,284,324,284,350,218,284,207,2.0,1.0,1
364,372,293,240,320,350,374,240,251,405,339,328,2.0,2.0,1
374,361,284,339,284,218,280,196,223,196,267,168,2.0,1.0,1
364,328,218,328,218,548,380,344,377,271,273,249,0.5,1.0,0
314,207,207,163,163,141,304,317,306,317,306,504,1.0,2.0,0
264,232,185,163,185,267,316,284,359,381,240,408,1.0,1.0,0
354,361,251,229,251,355,360,293,280,348,295,328,4.0,0.5,1
464,416,339,207,284,218,314,295,229,218,229,240,1.0,1.0,1
282,223,203,240,218,251,304,249,218,192,192,205,0.5,2.0,0
306,223,306,289,350,328,284,262,196,185,196,240,2.0,0.5,1
304,251,295,185,185,229,284,185,174,372,262,339,2.0,1.0,1
454,482,328,372,306,317,334,383,328,240,262,262,0.5,2.0,0
344,229,229,185,185,163,304,251,344,339,344,298,1.0,1.0,0
504,328,361,251,251,185,364,328,328,350,438,240,0.5,1.0,0
394,350,317,196,317,229,364,262,251,284,372,328,1.0,1.0,1
332,221,159,221,159,170,344,291,218,190,218,240,1.0,1.0,0
264,163,185,207,174,152,346,333,280,223,229,311,2.0,1.0,0
324,218,372,306,284,174,320,249,236,284,251,284,2.0,0.25,1
344,416,262,350,251,339,354,317,377,236,273,260,2.0,2.0,0
328,278,245,218,201,251,344,295,262,229,240,284,2.0,0.5,1
344,438,416,251,328,273,324,273,328,229,284,218,1.0,0.5,1
344,295,262,240,262,218,334,298,240,229,240,315,2.0,0.5,1
404,372,372,438,328,306,336,199,278,243,300,159,2.0,0.5,1
344,350,273,427,295,427,324,317,260,251,282,284,1.0,2.0,0
354,306,306,416,306,361,334,251,251,218,218,306,1.0,2.0,0
324,240,273,240,273,284,344,405,339,240,339,152,1.0,1.0,0
284,229,262,207,240,174,324,229,240,317,262,381,2.0,0.5,1
424,405,240,218,251,302,352,214,276,291,287,337,1.0,0.5,1
294,229,207,251,207,273,324,260,317,260,317,188,1.0,2.0,0
322,207,196,185,196,177,304,218,207,196,207,273,1.0,1.0,0
384,328,306,306,284,229,304,245,196,245,196,218,2.0,1.0,1
432,295,262,295,284,174,356,350,262,287,262,379,2.0,1.0,1
274,328,218,218,262,372,348,344,383,251,262,265,1.0,1.0,0
286,249,207,218,218,218,364,284,284,284,284,284,1.0,2.0,0
314,258,249,207,229,177,344,284,333,284,333,196,0.25,2.0,0
328,214,227,247,240,258,324,339,240,372,240,339,0.0,2.0,0
354,295,548,229,251,174,364,372,284,372,284,328,2.0,1.0,1
304,273,207,196,207,240,284,196,196,262,196,152,0.5,2.0,0
370,284,273,262,262,331,404,262,262,251,251,207,1.0,1.0,1
274,185,185,185,185,185,324,240,240,240,240,240,2.0,1.0,1
324,295,201,295,201,309,394,383,282,240,328,287,1.0,1.0,0
304,273,295,152,174,196,304,262,218,218,218,196,1.0,2.0,0
324,240,196,251,207,185,354,284,240,251,306,333,1.0,1.0,0
344,350,504,240,240,218,360,262,243,218,243,328,1.0,1.0,1
434,416,394,229,229,196,364,372,293,240,320,350,1.0,4.0,0
350,276,273,287,328,328,340,229,229,218,218,201,2.0,1.0,1
324,207,218,306,284,262,340,471,317,251,361,350,2.0,1.0,0
314,295,229,218,229,240,324,260,317,260,317,188,4.0,0.5,1
704,119,119,185,339,218,404,251,240,427,284,394,0.0,0.0,0
334,346,251,346,251,273,334,240,207,273,229,262,1.0,1.0,1
324,218,328,317,262,251,314,229,284,262,207,141,2.0,1.0,1
384,317,254,207,251,245,332,221,159,221,159,170,1.0,1.0,1
404,262,262,251,251,207,350,293,280,370,295,317,0.0,1.0,0
344,295,229,295,317,295,404,460,322,342,300,328,1.0,0.5,0
344,229,251,317,339,295,364,284,350,317,284,196,1.0,1.0,0
318,284,361,218,284,317,334,346,251,346,251,273,0.5,1.0,0
324,174,174,188,232,218,308,306,229,236,245,240,1.0,1.0,0
326,280,317,232,236,234,432,295,262,295,284,174,0.25,2.0,0
354,350,350,350,339,284,292,236,205,236,205,243,1.0,0.5,1
354,350,339,174,262,328,324,339,240,372,240,339,2.0,0.5,1
346,269,302,372,304,238,414,372,339,262,317,339,0.5,2.0,0
304,218,196,218,196,249,314,295,229,218,229,240,2.0,1.0,1
280,185,185,251,229,218,364,368,306,262,284,201,2.0,0.25,1
304,262,328,196,196,174,334,449,372,251,306,339,4.0,0.5,1
294,152,152,163,163,196,386,306,392,306,267,346,1.0,1.0,0
364,372,293,240,320,350,384,328,306,306,284,229,1.0,2.0,0
294,207,174,229,196,218,344,295,262,240,262,218,1.0,1.0,0
386,306,392,306,267,346,344,328,361,174,251,174,2.0,0.25,1
320,249,236,284,251,284,584,181,236,181,236,181,1.0,1.0,0
304,185,284,218,306,174,354,317,383,207,273,317,1.0,2.0,0
314,251,207,218,207,218,324,284,218,218,218,196,1.0,1.0,0
444,306,262,350,262,240,374,372,262,218,240,328,1.0,1.0,0
284,196,218,174,174,174,322,507,397,238,177,348,0.25,1.0,0
324,240,240,240,240,240,504,284,205,306,227,284,0.0,1.0,0
322,271,218,185,218,185,284,251,174,207,185,240,2.0,2.0,1
334,346,251,346,251,273,364,328,548,218,328,218,2.0,2.0,0
274,210,183,185,207,152,334,317,295,229,229,295,1.0,1.0,0
284,172,207,172,207,188,364,372,273,273,273,240,0.5,2.0,0
364,372,262,350,262,284,328,405,317,258,289,251,1.0,1.0,0
354,273,317,273,317,357,274,229,185,174,174,185,1.0,1.0,1
334,408,315,227,320,405,334,295,262,273,262,196,1.0,1.0,1
474,295,196,196,295,119,324,229,240,317,262,381,1.0,1.0,1
404,394,328,247,240,322,322,247,284,251,284,236,1.0,1.0,1
324,317,260,251,282,284,304,185,229,163,163,141,1.0,0.5,1
350,328,240,328,240,251,324,280,405,309,295,188,1.0,1.0,0
344,372,328,427,339,152,424,394,284,262,240,284,2.0,2.0,0
386,306,342,394,342,278,424,295,284,328,284,174,1.0,0.5,1
294,218,229,273,251,174,340,306,251,218,229,289,1.0,1.0,0
444,306,262,350,262,240,404,469,438,317,372,265,0.5,2.0,0
300,331,317,309,295,141,354,300,247,300,247,324,4.0,1.0,1
314,293,339,359,273,223,328,278,245,218,201,251,1.0,1.0,1
394,383,282,240,328,287,264,207,229,262,229,295,1.0,0.5,1
328,205,218,205,218,229,314,361,262,284,262,306,2.0,1.0,0
544,306,207,306,207,240,354,284,262,251,218,394,1.0,0.5,1
374,339,328,282,291,280,354,383,262,383,262,361,1.0,1.0,1
274,229,196,218,218,306,372,265,203,265,203,214,1.0,1.0,0
404,427,394,251,350,174,336,199,278,243,300,159,2.0,2.0,1
360,287,265,271,260,386,294,163,218,163,163,185,2.0,1.0,1
304,317,306,317,306,504,324,262,339,262,372,273,0.5,1.0,0
404,269,291,269,291,229,384,251,251,196,196,141,1.0,2.0,0
314,295,377,236,273,326,334,262,240,251,251,361,1.0,0.0,1
284,185,185,218,196,306,354,416,251,355,251,350,1.0,1.0,0
280,174,199,174,199,240,444,306,262,350,262,240,1.0,1.0,0
434,397,397,225,225,300,354,339,273,339,273,207,1.0,2.0,1
344,328,262,207,229,207,344,306,207,141,207,218,1.0,2.0,0
354,284,262,251,273,306,346,333,280,223,229,311,2.0,1.0,1
380,302,460,302,302,302,344,317,361,372,218,295,1.0,1.0,1
380,355,284,317,317,240,424,251,273,383,295,174,1.0,2.0,0
360,223,240,247,251,159,410,240,298,240,298,218,1.0,1.0,0
398,471,240,251,218,236,304,273,207,196,207,240,2.0,1.0,1
374,339,295,196,218,196,274,152,251,196,251,152,0.5,2.0,0
296,251,251,229,185,183,324,282,339,238,295,188,1.0,2.0,0
404,218,284,240,284,218,344,229,273,207,251,240,2.0,1.0,1
284,229,284,185,240,174,224,229,163,185,207,317,1.0,2.0,0
284,284,328,174,174,152,364,273,438,273,438,218,1.0,1.0,0
334,240,262,295,273,196,278,163,199,163,199,163,1.0,1.0,1
264,207,238,174,194,234,394,295,295,251,251,185,1.0,1.0,0
294,174,218,251,218,207,394,251,284,350,350,174,1.0,1.0,0
374,372,284,295,273,295,636,328,375,309,317,295,1.0,1.0,0
312,280,335,225,207,157,348,236,284,335,284,322,2.0,1.0,1
334,306,251,243,243,328,384,273,295,361,306,229,1.0,2.0,0
270,210,196,155,163,207,404,119,119,141,251,174,1.0,1.0,1
374,361,317,251,251,295,244,196,306,174,306,163,2.0,0.5,1
316,243,251,214,207,192,344,284,262,284,262,350,1.0,2.0,0
414,339,273,251,328,218,394,262,269,317,306,240,2.0,0.5,1
314,229,229,295,229,174,404,269,291,269,291,229,2.0,1.0,1
384,346,284,328,251,295,324,295,260,240,260,278,1.0,1.0,1
332,302,218,302,218,342,284,196,284,196,196,152,1.0,1.0,1
384,229,251,317,295,262,284,174,218,229,229,328,1.0,1.0,1
364,328,218,328,218,548,504,284,205,306,227,284,2.0,1.0,1
384,295,273,361,328,361,394,240,240,331,240,339,1.0,1.0,1
364,372,394,229,251,207,320,262,207,196,207,201,1.0,2.0,1
364,284,284,229,229,306,294,328,207,207,207,130,1.0,1.0,1
274,210,183,185,207,152,340,306,251,218,229,289,1.0,1.0,0
304,225,214,225,214,249,404,295,328,405,361,405,0.5,2.0,0
304,273,306,130,185,196,294,247,190,251,229,317,1.0,1.0,1
342,229,207,229,229,141,294,163,218,163,163,185,0.5,1.0,0
324,416,218,416,218,240,374,350,306,207,306,284,1.0,0.0,1
364,289,328,291,328,284,320,348,355,214,214,348,0.25,2.0,0
354,328,350,207,229,251,274,262,229,207,229,163,0.25,2.0,0
294,216,251,216,251,207,362,361,262,383,284,353,0.5,2.0,0
322,247,284,251,284,236,362,291,328,295,339,280,0.5,0.5,0
314,218,207,405,317,372,404,335,273,372,273,388,1.0,1.0,0
344,350,328,218,240,218,354,317,377,236,273,260,1.0,1.0,0
336,366,262,196,218,256,364,460,240,482,394,284,1.0,1.0,0
284,218,196,196,196,306,324,229,240,317,262,381,1.0,1.0,0
364,328,218,328,218,548,404,350,306,295,306,240,0.0,2.0,0
364,295,273,350,328,262,344,315,218,315,218,254,2.0,2.0,1
274,229,185,174,174,185,334,229,229,207,289,280,0.5,2.0,0
346,333,280,223,229,311,374,361,284,339,284,218,1.0,1.0,0
284,262,196,185,196,240,274,152,251,196,251,152,0.5,2.0,0
404,273,361,306,361,295,274,207,460,174,207,262,4.0,1.0,1
300,185,201,339,240,240,364,383,273,196,317,295,1.0,1.0,0
324,240,240,240,240,240,280,188,192,179,188,234,1.0,1.0,1
314,258,249,207,229,177,264,207,405,207,306,174,2.0,1.0,1
294,229,194,185,194,201,326,379,240,240,218,408,1.0,1.0,0
332,254,258,287,276,218,294,262,247,174,207,212,1.0,1.0,1
314,355,207,271,207,262,304,207,207,185,185,218,1.0,0.5,1
344,240,262,300,280,295,266,207,306,174,174,196,1.0,2.0,0
376,258,267,348,254,342,354,218,284,317,306,251,1.0,1.0,1
364,339,339,339,339,284,284,207,251,328,372,306,0.5,1.0,1
364,339,251,240,273,394,380,273,254,394,306,342,1.0,1.0,1
344,416,262,350,251,339,314,196,196,251,207,185,1.0,2.0,1
336,251,214,245,234,223,374,405,282,295,339,287,0.5,2.0,0
344,229,273,207,251,240,304,251,218,196,196,251,2.0,0.5,1
354,324,262,359,262,273,304,185,229,163,163,141,1.0,0.5,1
322,238,236,306,262,269,348,295,262,251,262,236,0.5,1.0,0
322,271,218,185,218,185,314,260,295,179,185,170,1.0,2.0,0
314,337,339,315,273,223,362,295,240,229,240,265,0.5,1.0,0
304,504,152,504,152,438,294,247,190,251,229,317,1.0,1.0,1
320,348,355,214,214,348,324,317,284,240,284,174,2.0,0.5,1
424,251,339,229,317,284,364,339,251,240,273,394,1.0,2.0,0
394,449,348,262,394,287,404,328,328,328,328,328,2.0,0.5,1
394,405,284,350,284,328,384,218,183,240,205,262,1.0,1.0,1
284,207,185,174,196,229,384,328,306,306,284,229,1.0,2.0,0
286,218,190,218,190,254,344,262,361,394,306,240,1.0,1.0,0
364,339,251,240,273,394,304,262,460,262,460,306,1.0,1.0,0
324,229,240,317,262,381,374,350,306,207,306,284,1.0,1.0,0
434,397,397,225,225,300,356,337,265,337,265,346,2.0,1.0,1
284,185,174,152,152,218,454,482,328,372,306,317,1.0,1.0,0
344,273,240,339,240,339,314,254,205,205,232,295,1.0,1.0,1
410,240,298,240,298,218,360,240,295,405,309,188,1.0,1.0,1
224,229,163,185,207,317,324,218,262,284,284,438,1.0,2.0,0
314,317,229,185,273,361,324,251,229,339,317,317,1.0,4.0,0
414,416,317,229,251,207,366,229,280,306,236,216,1.0,1.0,1
314,218,196,196,196,273,318,289,317,229,273,188,1.0,1.0,0
304,218,317,196,218,185,280,188,192,179,188,234,1.0,1.0,1
364,372,293,240,320,350,404,218,218,298,320,262,2.0,1.0,1
322,507,397,238,177,348,294,240,179,218,179,276,1.0,0.5,1
380,344,377,271,273,249,320,348,355,214,214,348,1.0,1.0,1
352,273,262,251,273,353,404,350,306,295,306,240,1.0,1.0,0
294,196,196,218,243,183,364,284,218,196,218,163,0.5,2.0,0
374,361,317,251,251,295,344,339,339,218,196,152,1.0,1.0,1
406,267,267,326,304,172,322,254,262,205,229,199,1.0,1.0,1
354,383,328,262,284,207,352,361,350,405,328,210,2.0,1.0,1
290,174,229,196,251,322,354,366,251,229,251,350,2.0,1.0,0
384,372,372,240,240,218,394,273,350,328,284,174,1.0,2.0,0
584,181,236,181,236,181,284,207,185,174,196,229,2.0,1.0,1
358,238,218,256,247,210,404,269,291,269,291,229,1.0,0.5,1
376,311,302,258,273,269,414,394,372,207,207,196,1.0,1.0,0
354,383,328,262,284,207,414,361,375,251,313,309,2.0,1.0,1
344,295,416,295,262,152,344,405,317,207,262,295,1.0,2.0,0
304,251,295,185,185,229,340,218,240,372,317,289,1.0,2.0,0
264,232,185,163,185,267,304,225,214,225,214,249,1.0,1.0,0
422,249,309,335,291,207,324,416,218,416,218,240,1.0,1.0,1
336,251,214,245,234,223,388,339,306,383,306,324,0.5,1.0,0
314,262,207,262,218,240,414,416,229,174,229,317,0.5,0.5,0
284,251,185,196,185,273,420,258,207,174,196,203,1.0,1.0,0
318,306,317,408,335,172,264,339,306,163,163,218,1.0,1.0,0
338,383,196,174,174,236,344,335,295,240,295,289,2.0,1.0,1
394,159,214,159,214,159,324,218,372,306,284,174,1.0,1.0,0
344,372,196,317,196,317,384,229,273,240,273,174,1.0,1.0,1
352,315,397,227,364,152,404,383,223,339,223,265,1.0,1.0,1
324,416,218,416,218,240,364,372,284,372,284,328,2.0,0.5,1
354,383,273,174,273,295,404,335,273,372,273,388,0.5,2.0,0
354,324,247,324,247,331,284,185,229,251,273,141,2.0,0.5,1
314,273,295,163,163,141,334,240,207,273,229,262,1.0,1.0,1
354,284,350,251,306,218,324,295,240,295,240,229,0.5,2.0,0
400,300,339,225,295,256,284,174,185,218,262,229,2.0,0.25,1
304,152,229,163,163,174,328,218,236,269,227,267,0.5,2.0,0
304,251,344,339,344,298,364,350,240,438,394,262,1.0,1.0,0
244,130,614,130,614,119,304,240,317,372,262,262,0.5,2.0,0
340,471,317,251,361,350,312,207,196,185,207,185,2.0,1.0,1
344,236,236,300,311,306,384,273,273,306,328,262,1.0,1.0,0
416,526,328,447,328,394,294,157,240,168,174,172,1.0,1.0,1
364,273,438,273,438,218,416,350,306,447,306,394,1.0,0.5,1
344,284,218,185,185,185,294,216,216,251,251,207,0.5,1.0,0
374,196,262,284,416,262,324,251,229,339,317,317,1.0,1.0,0
274,229,185,174,174,185,304,207,207,185,185,218,1.0,1.0,0
394,339,295,383,273,207,344,251,251,229,229,306,1.0,1.0,1
336,251,214,245,234,223,404,379,273,234,273,284,0.5,2.0,0
294,163,218,163,163,185,294,273,190,262,229,291,1.0,2.0,0
334,273,306,322,379,205,344,295,229,295,317,295,1.0,1.0,1
284,207,196,251,196,251,364,460,240,482,394,284,1.0,1.0,0
404,438,306,504,460,306,344,262,240,339,240,383,1.0,2.0,1
340,383,251,251,361,284,394,339,295,383,273,207,1.0,1.0,0
284,172,207,172,207,188,404,295,284,471,328,438,1.0,1.0,0
264,196,229,196,229,240,344,306,262,240,240,262,2.0,1.0,0
370,284,273,262,262,331,412,273,328,350,273,254,1.0,1.0,0
334,240,229,317,229,306,260,163,163,207,185,196,1.0,1.0,1
344,306,350,240,273,317,394,317,317,317,317,317,1.0,1.0,1
364,372,282,317,282,262,414,460,229,174,229,405,1.0,1.0,0
334,212,273,269,295,295,364,372,293,240,320,350,2.0,2.0,0
304,295,383,295,361,152,364,372,293,240,320,350,1.0,1.0,0
